variant_id,product_id,size,color,price,stock
V06384,P0399,XL,Blue,424704,90
V06385,P0400,S,Black,309513,35
V06386,P0400,S,White,550127,20
V06387,P0400,S,Red,448354,21
V06388,P0400,S,Blue,556549,47
V06389,P0400,M,Black,139100,13
V06390,P0400,M,White,399514,55
V06391,P0400,M,Red,407846,38
V06392,P0400,M,Blue,477450,41
V06393,P0400,L,Black,453958,79
V06394,P0400,L,White,319885,19
V06395,P0400,L,Red,264398,47
V06396,P0400,L,Blue,157045,51
V06397,P0400,XL,Black,374494,92
V06398,P0400,XL,White,549699,70
V06399,P0400,XL,Red,545167,85
V06400,P0400,XL,Blue,101063,24
V06401,P0401,S,Black,338723,24
V06402,P0401,S,White,190738,28
V06403,P0401,S,Red,463175,12
V06404,P0401,S,Blue,556057,2
V06405,P0401,M,Black,275233,85
V06406,P0401,M,White,288969,88
V06407,P0401,M,Red,407612,34
V06408,P0401,M,Blue,218817,37
V06409,P0401,L,Black,289357,93
V06410,P0401,L,White,472048,63
V06411,P0401,L,Red,444642,62
V06412,P0401,L,Blue,173068,97
V06413,P0401,XL,Black,572230,14
V06414,P0401,XL,White,138124,68
V06415,P0401,XL,Red,535507,14
V06416,P0401,XL,Blue,152003,47
V06417,P0402,S,Black,491924,39
V06418,P0402,S,White,306809,41
V06419,P0402,S,Red,146230,89
V06420,P0402,S,Blue,443176,67
V06421,P0402,M,Black,526795,85
V06422,P0402,M,White,427024,40
V06423,P0402,M,Red,198298,14
V06424,P0402,M,Blue,305527,92
V06425,P0402,L,Black,143430,71
V06426,P0402,L,White,164513,2
V06427,P0402,L,Red,114585,31
V06428,P0402,L,Blue,378727,78
V06429,P0402,XL,Black,442317,97
V06430,P0402,XL,White,571863,35
V06431,P0402,XL,Red,264376,34
V06432,P0402,XL,Blue,347144,43
V06433,P0403,S,Black,344401,2
V06434,P0403,S,White,285753,83
V06435,P0403,S,Red,335331,86
V06436,P0403,S,Blue,522949,34
V06437,P0403,M,Black,432845,85
V06438,P0403,M,White,439652,75
V06439,P0403,M,Red,180595,66
V06440,P0403,M,Blue,425761,19
V06441,P0403,L,Black,433509,46
V06442,P0403,L,White,441587,53
V06443,P0403,L,Red,178249,52
V06444,P0403,L,Blue,165467,88
V06445,P0403,XL,Black,250887,41
V06446,P0403,XL,White,405593,39
V06447,P0403,XL,Red,112530,75
V06448,P0403,XL,Blue,352075,36
V06449,P0404,S,Black,374670,42
V06450,P0404,S,White,561700,56
V06451,P0404,S,Red,588098,57
V06452,P0404,S,Blue,158628,4
V06453,P0404,M,Black,233244,20
V06454,P0404,M,White,129017,80
V06455,P0404,M,Red,330939,74
V06456,P0404,M,Blue,479762,48
V06457,P0404,L,Black,547165,58
V06458,P0404,L,White,499708,76
V06459,P0404,L,Red,594501,55
V06460,P0404,L,Blue,577147,14
V06461,P0404,XL,Black,556168,68
V06462,P0404,XL,White,470247,71
V06463,P0404,XL,Red,186357,99
V06464,P0404,XL,Blue,174304,71
V06465,P0405,S,Black,192894,86
V06466,P0405,S,White,247855,18
V06467,P0405,S,Red,300360,72
V06468,P0405,S,Blue,171002,48
V06469,P0405,M,Black,355211,54
V06470,P0405,M,White,561156,17
V06471,P0405,M,Red,237478,66
V06472,P0405,M,Blue,143839,45
V06473,P0405,L,Black,384226,94
V06474,P0405,L,White,447726,47
V06475,P0405,L,Red,484193,98
V06476,P0405,L,Blue,399708,57
V06477,P0405,XL,Black,469923,55
V06478,P0405,XL,White,160915,61
V06479,P0405,XL,Red,574933,24
V06480,P0405,XL,Blue,195546,27
V06481,P0406,S,Black,319062,27
V06482,P0406,S,White,365518,10
V06483,P0406,S,Red,561063,82
V06484,P0406,S,Blue,181211,34
V06485,P0406,M,Black,414351,88
V06486,P0406,M,White,551511,36
V06487,P0406,M,Red,222792,18
V06488,P0406,M,Blue,450107,62
V06489,P0406,L,Black,401226,26
V06490,P0406,L,White,420319,61
V06491,P0406,L,Red,148497,63
V06492,P0406,L,Blue,123729,23
V06493,P0406,XL,Black,124397,33
V06494,P0406,XL,White,362706,59
V06495,P0406,XL,Red,146502,44
V06496,P0406,XL,Blue,237837,45
V06497,P0407,S,Black,589226,4
V06498,P0407,S,White,306580,88
V06499,P0407,S,Red,109429,50
V06500,P0407,S,Blue,566553,94
V06501,P0407,M,Black,471964,66
V06502,P0407,M,White,339207,98
V06503,P0407,M,Red,507766,10
V06504,P0407,M,Blue,581658,9
V06505,P0407,L,Black,524007,8
V06506,P0407,L,White,328481,23
V06507,P0407,L,Red,272970,81
V06508,P0407,L,Blue,217934,70
V06509,P0407,XL,Black,544442,96
V06510,P0407,XL,White,132472,90
V06511,P0407,XL,Red,191613,25
V06512,P0407,XL,Blue,166926,35
V06513,P0408,S,Black,349869,59
V06514,P0408,S,White,261879,32
V06515,P0408,S,Red,348741,14
V06516,P0408,S,Blue,147210,65
V06517,P0408,M,Black,166565,67
V06518,P0408,M,White,339047,54
V06519,P0408,M,Red,462210,22
V06520,P0408,M,Blue,477809,40
V06521,P0408,L,Black,530061,69
V06522,P0408,L,White,430441,73
V06523,P0408,L,Red,461054,27
V06524,P0408,L,Blue,422760,42
V06525,P0408,XL,Black,405021,20
V06526,P0408,XL,White,518488,73
V06527,P0408,XL,Red,540268,25
V06528,P0408,XL,Blue,176656,51
V06529,P0409,S,Black,541972,36
V06530,P0409,S,White,595594,97
V06531,P0409,S,Red,109547,53
V06532,P0409,S,Blue,247586,54
V06533,P0409,M,Black,307359,87
V06534,P0409,M,White,435085,26
V06535,P0409,M,Red,445698,54
V06536,P0409,M,Blue,376788,86
V06537,P0409,L,Black,282674,27
V06538,P0409,L,White,333995,15
V06539,P0409,L,Red,338851,79
V06540,P0409,L,Blue,224050,41
V06541,P0409,XL,Black,546731,46
V06542,P0409,XL,White,185064,9
V06543,P0409,XL,Red,172905,55
V06544,P0409,XL,Blue,381703,33
V06545,P0410,S,Black,426035,96
V06546,P0410,S,White,440224,20
V06547,P0410,S,Red,404091,90
V06548,P0410,S,Blue,292340,89
V06549,P0410,M,Black,440030,64
V06550,P0410,M,White,351916,44
V06551,P0410,M,Red,202441,74
V06552,P0410,M,Blue,315669,3
V06553,P0410,L,Black,336680,38
V06554,P0410,L,White,426811,13
V06555,P0410,L,Red,201900,72
V06556,P0410,L,Blue,281409,41
V06557,P0410,XL,Black,442103,21
V06558,P0410,XL,White,175099,51
V06559,P0410,XL,Red,223623,70
V06560,P0410,XL,Blue,205768,79
V06561,P0411,S,Black,262205,86
V06562,P0411,S,White,482895,9
V06563,P0411,S,Red,462858,11
V06564,P0411,S,Blue,342452,94
V06565,P0411,M,Black,488949,91
V06566,P0411,M,White,214711,53
V06567,P0411,M,Red,264619,35
V06568,P0411,M,Blue,485994,40
V06569,P0411,L,Black,157667,13
V06570,P0411,L,White,450733,34
V06571,P0411,L,Red,135117,10
V06572,P0411,L,Blue,281960,45
V06573,P0411,XL,Black,419926,6
V06574,P0411,XL,White,444868,13
V06575,P0411,XL,Red,411834,76
V06576,P0411,XL,Blue,176230,43
V06577,P0412,S,Black,147719,39
V06578,P0412,S,White,276009,60
V06579,P0412,S,Red,295050,47
V06580,P0412,S,Blue,231383,42
V06581,P0412,M,Black,175481,15
V06582,P0412,M,White,523460,57
V06583,P0412,M,Red,540572,27
V06584,P0412,M,Blue,128391,40
V06585,P0412,L,Black,451161,97
V06586,P0412,L,White,569461,83
V06587,P0412,L,Red,125690,60
V06588,P0412,L,Blue,503484,33
V06589,P0412,XL,Black,340348,81
V06590,P0412,XL,White,487705,39
V06591,P0412,XL,Red,480631,92
V06592,P0412,XL,Blue,350742,40
V06593,P0413,S,Black,113221,83
V06594,P0413,S,White,320995,0
V06595,P0413,S,Red,384017,30
V06596,P0413,S,Blue,526800,92
V06597,P0413,M,Black,192574,37
V06598,P0413,M,White,414053,32
V06599,P0413,M,Red,329681,7
V06600,P0413,M,Blue,282879,43
V06601,P0413,L,Black,219707,69
V06602,P0413,L,White,400359,20
V06603,P0413,L,Red,198183,64
V06604,P0413,L,Blue,401071,46
V06605,P0413,XL,Black,478941,77
V06606,P0413,XL,White,311660,99
V06607,P0413,XL,Red,514512,81
V06608,P0413,XL,Blue,182987,34
V06609,P0414,S,Black,219786,17
V06610,P0414,S,White,241810,43
V06611,P0414,S,Red,119186,32
V06612,P0414,S,Blue,206868,40
V06613,P0414,M,Black,475575,4
V06614,P0414,M,White,284527,37
V06615,P0414,M,Red,587516,99
V06616,P0414,M,Blue,414662,94
V06617,P0414,L,Black,446304,50
V06618,P0414,L,White,121398,9
V06619,P0414,L,Red,558953,1
V06620,P0414,L,Blue,452216,63
V06621,P0414,XL,Black,459660,14
V06622,P0414,XL,White,571474,39
V06623,P0414,XL,Red,247483,41
V06624,P0414,XL,Blue,151194,2
V06625,P0415,S,Black,202251,69
V06626,P0415,S,White,535304,39
V06627,P0415,S,Red,199425,5
V06628,P0415,S,Blue,498582,71
V06629,P0415,M,Black,392857,9
V06630,P0415,M,White,208151,49
V06631,P0415,M,Red,568627,75
V06632,P0415,M,Blue,140881,68
V06633,P0415,L,Black,440314,63
V06634,P0415,L,White,574936,25
V06635,P0415,L,Red,230066,67
V06636,P0415,L,Blue,410952,76
V06637,P0415,XL,Black,265950,97
V06638,P0415,XL,White,309247,72
V06639,P0415,XL,Red,299563,23
V06640,P0415,XL,Blue,162293,3
V06641,P0416,S,Black,515132,96
V06642,P0416,S,White,189338,37
V06643,P0416,S,Red,289266,1
V06644,P0416,S,Blue,110538,12
V06645,P0416,M,Black,483608,31
V06646,P0416,M,White,260719,28
V06647,P0416,M,Red,154185,64
V06648,P0416,M,Blue,152979,1
V06649,P0416,L,Black,358782,33
V06650,P0416,L,White,446623,22
V06651,P0416,L,Red,225240,54
V06652,P0416,L,Blue,451253,42
V06653,P0416,XL,Black,464262,26
V06654,P0416,XL,White,127399,14
V06655,P0416,XL,Red,321908,43
V06656,P0416,XL,Blue,300595,85
V06657,P0417,S,Black,137424,26
V06658,P0417,S,White,116124,76
V06659,P0417,S,Red,293722,68
V06660,P0417,S,Blue,111397,91
V06661,P0417,M,Black,517319,80
V06662,P0417,M,White,552940,58
V06663,P0417,M,Red,188082,72
V06664,P0417,M,Blue,354496,81
V06665,P0417,L,Black,341184,27
V06666,P0417,L,White,375745,62
V06667,P0417,L,Red,166222,46
V06668,P0417,L,Blue,572307,92
V06669,P0417,XL,Black,358553,60
V06670,P0417,XL,White,306814,17
V06671,P0417,XL,Red,135754,81
V06672,P0417,XL,Blue,335749,65
V06673,P0418,S,Black,230940,50
V06674,P0418,S,White,567777,50
V06675,P0418,S,Red,140683,6
V06676,P0418,S,Blue,473850,48
V06677,P0418,M,Black,263963,88
V06678,P0418,M,White,307842,94
V06679,P0418,M,Red,514242,69
V06680,P0418,M,Blue,530957,45
V06681,P0418,L,Black,483091,6
V06682,P0418,L,White,173392,13
V06683,P0418,L,Red,490248,59
V06684,P0418,L,Blue,540213,10
V06685,P0418,XL,Black,324491,12
V06686,P0418,XL,White,373624,76
V06687,P0418,XL,Red,296321,72
V06688,P0418,XL,Blue,558882,14
V06689,P0419,S,Black,426708,97
V06690,P0419,S,White,448863,49
V06691,P0419,S,Red,394491,47
V06692,P0419,S,Blue,574974,56
V06693,P0419,M,Black,487752,56
V06694,P0419,M,White,479748,98
V06695,P0419,M,Red,342509,93
V06696,P0419,M,Blue,431405,48
V06697,P0419,L,Black,128940,66
V06698,P0419,L,White,472065,1
V06699,P0419,L,Red,565242,61
V06700,P0419,L,Blue,509807,28
V06701,P0419,XL,Black,385327,25
V06702,P0419,XL,White,192937,72
V06703,P0419,XL,Red,117837,82
V06704,P0419,XL,Blue,476123,80
V06705,P0420,S,Black,112075,54
V06706,P0420,S,White,414921,74
V06707,P0420,S,Red,377085,11
V06708,P0420,S,Blue,198564,26
V06709,P0420,M,Black,569825,23
V06710,P0420,M,White,549096,56
V06711,P0420,M,Red,381160,93
V06712,P0420,M,Blue,316629,74
V06713,P0420,L,Black,248990,66
V06714,P0420,L,White,483112,36
V06715,P0420,L,Red,428793,72
V06716,P0420,L,Blue,166550,43
V06717,P0420,XL,Black,542330,40
V06718,P0420,XL,White,364036,9
V06719,P0420,XL,Red,558115,26
V06720,P0420,XL,Blue,117734,83
V06721,P0421,S,Black,313174,30
V06722,P0421,S,White,547858,85
V06723,P0421,S,Red,358693,70
V06724,P0421,S,Blue,444800,42
V06725,P0421,M,Black,583451,34
V06726,P0421,M,White,277057,81
V06727,P0421,M,Red,510565,54
V06728,P0421,M,Blue,288216,67
V06729,P0421,L,Black,586335,66
V06730,P0421,L,White,234649,88
V06731,P0421,L,Red,402167,0
V06732,P0421,L,Blue,130301,78
V06733,P0421,XL,Black,124864,52
V06734,P0421,XL,White,306047,35
V06735,P0421,XL,Red,162358,28
V06736,P0421,XL,Blue,433558,72
V06737,P0422,S,Black,512680,16
V06738,P0422,S,White,235568,9
V06739,P0422,S,Red,550439,56
V06740,P0422,S,Blue,305415,77
V06741,P0422,M,Black,334633,41
V06742,P0422,M,White,168706,84
V06743,P0422,M,Red,461850,14
V06744,P0422,M,Blue,280523,24
V06745,P0422,L,Black,289985,23
V06746,P0422,L,White,351912,39
V06747,P0422,L,Red,328106,13
V06748,P0422,L,Blue,248344,45
V06749,P0422,XL,Black,378677,90
V06750,P0422,XL,White,596013,77
V06751,P0422,XL,Red,431930,64
V06752,P0422,XL,Blue,205952,53
V06753,P0423,S,Black,595638,25
V06754,P0423,S,White,161109,40
V06755,P0423,S,Red,101079,53
V06756,P0423,S,Blue,515372,26
V06757,P0423,M,Black,322529,19
V06758,P0423,M,White,445057,51
V06759,P0423,M,Red,520346,15
V06760,P0423,M,Blue,251713,40
V06761,P0423,L,Black,448824,85
V06762,P0423,L,White,318089,29
V06763,P0423,L,Red,265413,36
V06764,P0423,L,Blue,297468,28
V06765,P0423,XL,Black,377612,1
V06766,P0423,XL,White,382977,53
V06767,P0423,XL,Red,507075,98
V06768,P0423,XL,Blue,549047,13
V06769,P0424,S,Black,295988,44
V06770,P0424,S,White,430710,96
V06771,P0424,S,Red,248490,1
V06772,P0424,S,Blue,520996,81
V06773,P0424,M,Black,230676,25
V06774,P0424,M,White,125520,16
V06775,P0424,M,Red,528377,19
V06776,P0424,M,Blue,455950,68
V06777,P0424,L,Black,480825,39
V06778,P0424,L,White,293936,92
V06779,P0424,L,Red,578396,35
V06780,P0424,L,Blue,493533,84
V06781,P0424,XL,Black,402457,50
V06782,P0424,XL,White,168944,37
V06783,P0424,XL,Red,487173,59
V06784,P0424,XL,Blue,343728,81
V06785,P0425,S,Black,156694,54
V06786,P0425,S,White,311335,74
V06787,P0425,S,Red,155154,84
V06788,P0425,S,Blue,486242,26
V06789,P0425,M,Black,452505,98
V06790,P0425,M,White,184644,0
V06791,P0425,M,Red,118508,52
V06792,P0425,M,Blue,529127,82
V06793,P0425,L,Black,586648,34
V06794,P0425,L,White,417872,74
V06795,P0425,L,Red,310147,91
V06796,P0425,L,Blue,426445,56
V06797,P0425,XL,Black,594162,80
V06798,P0425,XL,White,198542,6
V06799,P0425,XL,Red,483188,49
V06800,P0425,XL,Blue,406110,35
V06801,P0426,S,Black,105039,66
V06802,P0426,S,White,286940,9
V06803,P0426,S,Red,267589,67
V06804,P0426,S,Blue,137434,18
V06805,P0426,M,Black,451426,22
V06806,P0426,M,White,270225,15
V06807,P0426,M,Red,393285,93
V06808,P0426,M,Blue,172095,12
V06809,P0426,L,Black,345929,21
V06810,P0426,L,White,230271,40
V06811,P0426,L,Red,270798,92
V06812,P0426,L,Blue,253571,49
V06813,P0426,XL,Black,443369,32
V06814,P0426,XL,White,117455,7
V06815,P0426,XL,Red,373061,9
V06816,P0426,XL,Blue,591733,30
V06817,P0427,S,Black,476116,33
V06818,P0427,S,White,511721,71
V06819,P0427,S,Red,441526,80
V06820,P0427,S,Blue,211553,24
V06821,P0427,M,Black,171556,31
V06822,P0427,M,White,110155,92
V06823,P0427,M,Red,237338,53
V06824,P0427,M,Blue,483915,73
V06825,P0427,L,Black,574175,45
V06826,P0427,L,White,480111,26
V06827,P0427,L,Red,295154,23
V06828,P0427,L,Blue,449360,89
V06829,P0427,XL,Black,136082,74
V06830,P0427,XL,White,272263,78
V06831,P0427,XL,Red,240234,91
V06832,P0427,XL,Blue,469738,82
V06833,P0428,S,Black,102424,15
V06834,P0428,S,White,147458,22
V06835,P0428,S,Red,574681,44
V06836,P0428,S,Blue,390154,28
V06837,P0428,M,Black,446546,2
V06838,P0428,M,White,284422,13
V06839,P0428,M,Red,174077,74
V06840,P0428,M,Blue,105182,18
V06841,P0428,L,Black,256942,41
V06842,P0428,L,White,506773,64
V06843,P0428,L,Red,427873,30
V06844,P0428,L,Blue,166250,66
V06845,P0428,XL,Black,350115,49
V06846,P0428,XL,White,311754,9
V06847,P0428,XL,Red,400665,67
V06848,P0428,XL,Blue,563568,96
V06849,P0429,S,Black,482480,23
V06850,P0429,S,White,114203,79
V06851,P0429,S,Red,472578,0
V06852,P0429,S,Blue,140618,19
V06853,P0429,M,Black,344578,14
V06854,P0429,M,White,382070,52
V06855,P0429,M,Red,354756,71
V06856,P0429,M,Blue,315148,33
V06857,P0429,L,Black,146508,34
V06858,P0429,L,White,233126,61
V06859,P0429,L,Red,228977,18
V06860,P0429,L,Blue,184484,83
V06861,P0429,XL,Black,211438,69
V06862,P0429,XL,White,331532,1
V06863,P0429,XL,Red,358245,69
V06864,P0429,XL,Blue,112604,91
V06865,P0430,S,Black,417424,21
V06866,P0430,S,White,274120,62
V06867,P0430,S,Red,238310,18
V06868,P0430,S,Blue,124788,96
V06869,P0430,M,Black,511461,0
V06870,P0430,M,White,474255,58
V06871,P0430,M,Red,477666,64
V06872,P0430,M,Blue,102442,24
V06873,P0430,L,Black,115691,3
V06874,P0430,L,White,537524,50
V06875,P0430,L,Red,392437,88
V06876,P0430,L,Blue,136723,81
V06877,P0430,XL,Black,266727,47
V06878,P0430,XL,White,532673,66
V06879,P0430,XL,Red,185186,82
V06880,P0430,XL,Blue,498433,27
V06881,P0431,S,Black,275691,14
V06882,P0431,S,White,381500,7
V06883,P0431,S,Red,395351,75
V06884,P0431,S,Blue,129405,23
V06885,P0431,M,Black,433554,87
V06886,P0431,M,White,308741,22
V06887,P0431,M,Red,470507,40
V06888,P0431,M,Blue,107819,63
V06889,P0431,L,Black,527008,29
V06890,P0431,L,White,237108,99
V06891,P0431,L,Red,132257,94
V06892,P0431,L,Blue,543594,58
V06893,P0431,XL,Black,230276,3
V06894,P0431,XL,White,178397,19
V06895,P0431,XL,Red,281765,60
V06896,P0431,XL,Blue,528531,24
V06897,P0432,S,Black,160279,74
V06898,P0432,S,White,129453,61
V06899,P0432,S,Red,599723,4
V06900,P0432,S,Blue,367703,88
V06901,P0432,M,Black,280539,1
V06902,P0432,M,White,565771,18
V06903,P0432,M,Red,472084,41
V06904,P0432,M,Blue,458756,44
V06905,P0432,L,Black,391678,79
V06906,P0432,L,White,531770,28
V06907,P0432,L,Red,250826,5
V06908,P0432,L,Blue,352958,97
V06909,P0432,XL,Black,116279,68
V06910,P0432,XL,White,146547,66
V06911,P0432,XL,Red,306304,92
V06912,P0432,XL,Blue,449991,79
V06913,P0433,S,Black,285829,60
V06914,P0433,S,White,430061,1
V06915,P0433,S,Red,470741,3
V06916,P0433,S,Blue,335513,56
V06917,P0433,M,Black,569909,10
V06918,P0433,M,White,188215,28
V06919,P0433,M,Red,257039,14
V06920,P0433,M,Blue,221352,73
V06921,P0433,L,Black,125722,14
V06922,P0433,L,White,575769,53
V06923,P0433,L,Red,556514,22
V06924,P0433,L,Blue,142946,47
V06925,P0433,XL,Black,112788,19
V06926,P0433,XL,White,410905,45
V06927,P0433,XL,Red,173833,71
V06928,P0433,XL,Blue,418768,79
V06929,P0434,S,Black,176556,41
V06930,P0434,S,White,111345,35
V06931,P0434,S,Red,527465,38
V06932,P0434,S,Blue,234740,46
V06933,P0434,M,Black,493075,71
V06934,P0434,M,White,273083,53
V06935,P0434,M,Red,263698,59
V06936,P0434,M,Blue,466091,17
V06937,P0434,L,Black,481448,69
V06938,P0434,L,White,444615,21
V06939,P0434,L,Red,479903,3
V06940,P0434,L,Blue,459530,85
V06941,P0434,XL,Black,537265,99
V06942,P0434,XL,White,422081,37
V06943,P0434,XL,Red,388498,55
V06944,P0434,XL,Blue,117219,16
V06945,P0435,S,Black,155742,92
V06946,P0435,S,White,109326,3
V06947,P0435,S,Red,374555,39
V06948,P0435,S,Blue,222430,42
V06949,P0435,M,Black,563178,67
V06950,P0435,M,White,102732,1
V06951,P0435,M,Red,212112,44
V06952,P0435,M,Blue,147138,21
V06953,P0435,L,Black,108731,37
V06954,P0435,L,White,164183,29
V06955,P0435,L,Red,457491,58
V06956,P0435,L,Blue,236107,0
V06957,P0435,XL,Black,337567,33
V06958,P0435,XL,White,580768,49
V06959,P0435,XL,Red,559121,78
V06960,P0435,XL,Blue,245395,43
V06961,P0436,S,Black,156079,2
V06962,P0436,S,White,478774,48
V06963,P0436,S,Red,330303,44
V06964,P0436,S,Blue,308971,17
V06965,P0436,M,Black,310062,59
V06966,P0436,M,White,204735,3
V06967,P0436,M,Red,259805,89
V06968,P0436,M,Blue,481024,75
V06969,P0436,L,Black,422504,54
V06970,P0436,L,White,380380,97
V06971,P0436,L,Red,579444,74
V06972,P0436,L,Blue,282200,55
V06973,P0436,XL,Black,223605,60
V06974,P0436,XL,White,447050,27
V06975,P0436,XL,Red,470521,50
V06976,P0436,XL,Blue,291444,31
V06977,P0437,S,Black,207125,62
V06978,P0437,S,White,251902,60
V06979,P0437,S,Red,369482,27
V06980,P0437,S,Blue,114574,97
V06981,P0437,M,Black,411411,11
V06982,P0437,M,White,535078,25
V06983,P0437,M,Red,182317,94
V06984,P0437,M,Blue,155226,5
V06985,P0437,L,Black,371107,79
V06986,P0437,L,White,264012,49
V06987,P0437,L,Red,488469,34
V06988,P0437,L,Blue,566758,71
V06989,P0437,XL,Black,475237,25
V06990,P0437,XL,White,189235,5
V06991,P0437,XL,Red,534207,88
V06992,P0437,XL,Blue,159419,72
V06993,P0438,S,Black,308994,97
V06994,P0438,S,White,361018,89
V06995,P0438,S,Red,122830,98
V06996,P0438,S,Blue,258555,12
V06997,P0438,M,Black,354700,98
V06998,P0438,M,White,239094,85
V06999,P0438,M,Red,304020,79
V07000,P0438,M,Blue,199651,15
V07001,P0438,L,Black,141663,64
V07002,P0438,L,White,334169,8
V07003,P0438,L,Red,559083,68
V07004,P0438,L,Blue,341640,71
V07005,P0438,XL,Black,151908,35
V07006,P0438,XL,White,203343,16
V07007,P0438,XL,Red,245781,41
V07008,P0438,XL,Blue,494427,26
V07009,P0439,S,Black,581291,98
V07010,P0439,S,White,245597,0
V07011,P0439,S,Red,429729,16
V07012,P0439,S,Blue,574183,2
V07013,P0439,M,Black,469901,28
V07014,P0439,M,White,470307,36
V07015,P0439,M,Red,175751,4
V07016,P0439,M,Blue,344623,23
V07017,P0439,L,Black,331729,78
V07018,P0439,L,White,418713,67
V07019,P0439,L,Red,246248,18
V07020,P0439,L,Blue,141458,43
V07021,P0439,XL,Black,109350,23
V07022,P0439,XL,White,504818,36
V07023,P0439,XL,Red,570768,4
V07024,P0439,XL,Blue,430601,26
V07025,P0440,S,Black,167459,86
V07026,P0440,S,White,506973,84
V07027,P0440,S,Red,176438,20
V07028,P0440,S,Blue,472677,17
V07029,P0440,M,Black,123820,38
V07030,P0440,M,White,270657,93
V07031,P0440,M,Red,231640,81
V07032,P0440,M,Blue,417875,99
V07033,P0440,L,Black,378093,81
V07034,P0440,L,White,386110,58
V07035,P0440,L,Red,296162,18
V07036,P0440,L,Blue,238073,11
V07037,P0440,XL,Black,516126,76
V07038,P0440,XL,White,209136,68
V07039,P0440,XL,Red,239045,16
V07040,P0440,XL,Blue,552760,11
V07041,P0441,S,Black,414367,20
V07042,P0441,S,White,476365,71
V07043,P0441,S,Red,122113,4
V07044,P0441,S,Blue,149130,47
V07045,P0441,M,Black,138011,24
V07046,P0441,M,White,188515,34
V07047,P0441,M,Red,594653,26
V07048,P0441,M,Blue,548162,6
V07049,P0441,L,Black,148070,76
V07050,P0441,L,White,308701,33
V07051,P0441,L,Red,159115,27
V07052,P0441,L,Blue,258864,83
V07053,P0441,XL,Black,481025,67
V07054,P0441,XL,White,350045,38
V07055,P0441,XL,Red,500391,63
V07056,P0441,XL,Blue,215484,77
V07057,P0442,S,Black,438130,61
V07058,P0442,S,White,487136,71
V07059,P0442,S,Red,461334,19
V07060,P0442,S,Blue,421225,24
V07061,P0442,M,Black,450094,25
V07062,P0442,M,White,229151,81
V07063,P0442,M,Red,328617,87
V07064,P0442,M,Blue,228017,53
V07065,P0442,L,Black,124433,80
V07066,P0442,L,White,152042,16
V07067,P0442,L,Red,182745,17
V07068,P0442,L,Blue,455884,8
V07069,P0442,XL,Black,278402,63
V07070,P0442,XL,White,368460,60
V07071,P0442,XL,Red,337706,51
V07072,P0442,XL,Blue,124938,5
V07073,P0443,S,Black,285298,9
V07074,P0443,S,White,305676,97
V07075,P0443,S,Red,439818,45
V07076,P0443,S,Blue,442582,98
V07077,P0443,M,Black,433243,10
V07078,P0443,M,White,141095,67
V07079,P0443,M,Red,420720,4
V07080,P0443,M,Blue,124627,26
V07081,P0443,L,Black,301890,80
V07082,P0443,L,White,461081,70
V07083,P0443,L,Red,523711,67
V07084,P0443,L,Blue,540672,1
V07085,P0443,XL,Black,200726,25
V07086,P0443,XL,White,226419,67
V07087,P0443,XL,Red,592290,26
V07088,P0443,XL,Blue,212694,9
V07089,P0444,S,Black,143793,43
V07090,P0444,S,White,184739,25
V07091,P0444,S,Red,190287,46
V07092,P0444,S,Blue,516198,7
V07093,P0444,M,Black,106228,2
V07094,P0444,M,White,100369,40
V07095,P0444,M,Red,112390,25
V07096,P0444,M,Blue,373757,87
V07097,P0444,L,Black,308012,33
V07098,P0444,L,White,154174,16
V07099,P0444,L,Red,339761,39
V07100,P0444,L,Blue,571841,83
V07101,P0444,XL,Black,427313,37
V07102,P0444,XL,White,371556,19
V07103,P0444,XL,Red,112196,91
V07104,P0444,XL,Blue,419474,60
V07105,P0445,S,Black,567459,55
V07106,P0445,S,White,140826,38
V07107,P0445,S,Red,556123,13
V07108,P0445,S,Blue,249804,58
V07109,P0445,M,Black,338125,62
V07110,P0445,M,White,567087,72
V07111,P0445,M,Red,124160,39
V07112,P0445,M,Blue,203553,31
V07113,P0445,L,Black,539492,70
V07114,P0445,L,White,248524,66
V07115,P0445,L,Red,249284,20
V07116,P0445,L,Blue,186305,28
V07117,P0445,XL,Black,183783,26
V07118,P0445,XL,White,277589,71
V07119,P0445,XL,Red,230882,46
V07120,P0445,XL,Blue,140084,59
V07121,P0446,S,Black,201310,18
V07122,P0446,S,White,239558,53
V07123,P0446,S,Red,184225,24
V07124,P0446,S,Blue,327676,99
V07125,P0446,M,Black,476284,65
V07126,P0446,M,White,219799,94
V07127,P0446,M,Red,499984,76
V07128,P0446,M,Blue,188566,15
V07129,P0446,L,Black,571902,48
V07130,P0446,L,White,144409,36
V07131,P0446,L,Red,522186,10
V07132,P0446,L,Blue,170711,6
V07133,P0446,XL,Black,188779,76
V07134,P0446,XL,White,302616,68
V07135,P0446,XL,Red,236242,86
V07136,P0446,XL,Blue,512848,84
V07137,P0447,S,Black,183892,56
V07138,P0447,S,White,137785,14
V07139,P0447,S,Red,269173,26
V07140,P0447,S,Blue,271531,59
V07141,P0447,M,Black,599763,80
V07142,P0447,M,White,464091,67
V07143,P0447,M,Red,558124,1
V07144,P0447,M,Blue,153773,22
V07145,P0447,L,Black,182893,34
V07146,P0447,L,White,422583,37
V07147,P0447,L,Red,505561,1
V07148,P0447,L,Blue,327444,97
V07149,P0447,XL,Black,587634,56
